Reg,REGTYPENAME,CLASSPROFILENAME,EONAME,EOTYPENAME,UKRTEST,UKRBALL100,HISTTEST,HISTLANG,HISTTESTSTATUS,HISTBALL100,MATHTEST,MATHLANG,MATHTESTSTATUS,MATHBALL100,PHYSTEST,PHYSLANG,PHYSTESTSTATUS,PHYSBALL100,CHEMTEST,CHEMLANG,CHEMTESTSTATUS,CHEMBALL100,BIOTEST,BIOLANG,BIOTESTSTATUS,BIOBALL100,GEOTEST,GEOLANG,GEOTESTSTATUS,GEOBALL100,ENGTEST,ENGTESTSTATUS,ENGBALL100,FRATEST,FRATESTSTATUS,FRABALL100,DEUTEST,DEUTESTSTATUS,DEUBALL100
Личаківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Іноземної філології,"Львівський навчально-виховний комплекс ""Школа І ступеня-гімназія""",навчально-виховний комплекс,Українська мова і література,169,Історія України,українська,Зараховано,122,Математика,українська,Зараховано,175,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,167,,,,,,
Сихівський район міста,"Учень (слухач, студент) професійно-технічного, вищого навчального закладу",,,,Українська мова і література,124,Історія України,українська,Зараховано,159,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,164,,,,,,,,,
Сихівський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,Середня загальноосвітня школа №32 м. Львова,середня загальноосвітня школа,Українська мова і література,128,Історія України,українська,Зараховано,148,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,120,Англійська мова,Зараховано,100,,,,,,
Личаківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Іноземної філології,Львівська спеціалізована загальноосвітня школа І-ІІІ ступенів №8 з поглибленим вивченням німецької мови,спеціалізована школа,Українська мова і література,178,Історія України,українська,Зараховано,144,,,,,,,,,Хімія,українська,Зараховано,100,Біологія,українська,Зараховано,165,,,,,,,,,,,,,
Личаківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,Середня загальноосвітня школа І-ІІІ ступенів №6 м. Львова,середня загальноосвітня школа,Українська мова і література,172,Історія України,українська,Зараховано,146,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,107,,,,,,
Франківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Іноземної філології,Спеціалізована середня загальноосвітня школа №46 м. Львова з поглибленим вивченням англійської мови ім. В'ячеслава Чорновола,спеціалізована школа,Українська мова і література,124,Історія України,українська,Зараховано,140,,,,,,,,,,,,,Біологія,українська,Зараховано,123,,,,,Англійська мова,Зараховано,114,,,,,,
Франківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Інший,Класична гімназія при Львівському національному університеті імені Івана Франка,гімназія,Українська мова і література,177,,,,,Математика,українська,Зараховано,180,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,177,,,,,,
м.Винники,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,Середня загальноосвітня школа І-ІІІ ступенів №29 м. Львова,середня загальноосвітня школа,Українська мова і література,174,Історія України,українська,Зараховано,192,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,145,,,,,,
Франківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Іноземної філології,"Львівський навчально-виховний комплекс ім. В. Стуса ""спеціалізована школа І ступеня-гімназія міжнародних відносин""",навчально-виховний комплекс,Українська мова і література,178,Історія України,українська,Зараховано,144,,,,,,,,,,,,,Біологія,українська,Зараховано,171,,,,,Англійська мова,Зараховано,177,,,,,,
Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Іноземної філології,"Львівська гімназія ""Престиж"" з поглибленим вивченням іноземних мов",гімназія,Українська мова і література,178,,,,,Математика,українська,Зараховано,138,,,,,Хімія,українська,Зараховано,167,Біологія,українська,Зараховано,171,,,,,,,,,,,,,
Галицький район міста,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,Середня загальноосвітня школа №87 м. Львова,середня загальноосвітня школа,Українська мова і література,169,Історія України,українська,Зараховано,160,,,,,,,,,,,,,Біологія,українська,Зараховано,165,,,,,Англійська мова,Зараховано,107,,,,,,
Личаківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,Львівська загальноосвітня школа І-ІІІ ступенів №82 Львівської міської ради Львівської області,середня загальноосвітня школа,Українська мова і література,197.5,,,,,Математика,українська,Зараховано,177,,,,,Хімія,українська,Зараховано,184,Біологія,українська,Зараховано,187,,,,,,,,,,,,,
Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Іноземної філології,Львівська спеціалізована середня загальноосвітня школа І-ІІІ ступенів №81 ім. Петра Сагайдачного з поглибленим вивченням англійської мови,середня загальноосвітня школа,Українська мова і література,194,,,,,Математика,українська,Зараховано,193,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,188,,,,,,
м.Винники,Випускник загальноосвітнього навчального закладу 2017 року,Інформаційно-технологічний,Середня загальноосвітня школа І-ІІІ ступенів №29 м. Львова,середня загальноосвітня школа,Українська мова і література,115,Історія України,українська,Зараховано,131,,,,,,,,,,,,,Біологія,українська,Зараховано,116,Географія,українська,Зараховано,122,,,,,,,,,
Личаківський район міста,Випускник минулих років,,,,Українська мова і література,184,Історія України,українська,Зараховано,178,Математика,українська,Зараховано,161,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,162,,,,,,
Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,Середня загальноосвітня школа І-ІІІ ступеня №91 м. Львова,середня загальноосвітня школа,Українська мова і література,168,,,,,Математика,українська,Зараховано,113,,,,,Хімія,українська,Зараховано,159,,,,,,,,,Англійська мова,Зараховано,180,,,,,,
Франківський район міста,"Учень (слухач, студент) професійно-технічного, вищого навчального закладу",,,,Українська мова і література,150,,,,,Математика,українська,Зараховано,136,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,109,,,,,,
Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,Середня загальноосвітня школа №54,середня загальноосвітня школа,Українська мова і література,187,Історія України,українська,Зараховано,197,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,189,,,,,,,,,
м.Винники,Випускник загальноосвітнього навчального закладу 2017 року,Інформаційно-технологічний,Середня загальноосвітня школа І-ІІІ ступенів №29 м. Львова,середня загальноосвітня школа,Українська мова і література,173,Історія України,українська,Зараховано,166,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,167,Англійська мова,Зараховано,162,,,,,,
Залізничний район міста,"Учень (слухач, студент) професійно-технічного, вищого навчального закладу",,,,Українська мова і література,169,,,,,,,,,,,,,,,,,Біологія,українська,Зараховано,167,,,,,Англійська мова,Зараховано,132,,,,,,
Сихівський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Інший,"Навчально-виховний комплекс ""Школа-ліцей ""Оріяна"" м. Львова",середня загальноосвітня школа,Українська мова і література,189,Історія України,українська,Зараховано,186,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,188,,,,,,
Сихівський район міста,Випускник минулих років,,,,Українська мова і література,139,Історія України,українська,Зараховано,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Личаківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Військово-спортивний,"Комунальний заклад Львівської обласної ради ""Львівський державний ліцей з посиленою військово-фізичною підготовкою імені Героїв Крут""",ліцей,Українська мова і література,157,Історія України,українська,Зараховано,164,Математика,українська,Зараховано,138,,,,,,,,,,,,,,,,,,,,,,,,,
Залізничний район міста,Випускник загальноосвітнього навчального закладу 2017 року,Математичний,Середня загальноосвітня школа №65 м. Львова,середня загальноосвітня школа,Українська мова і література,129,Історія України,українська,Зараховано,150,,,,,,,,,,,,,,,,,,,,,Англійська мова,Не подолав поріг,0,,,,,,
Шевченківський район міста,Випускник минулих років,,,,Українська мова і література,,Історія України,українська,Не з’явився,,Математика,українська,Не з’явився,,,,,,,,,,,,,,Географія,українська,Не з’явився,,,,,,,,,,
Личаківський район міста,"Учень (слухач, студент) професійно-технічного, вищого навчального закладу",,,,Українська мова і література,129,,,,,,,,,,,,,Хімія,українська,Зараховано,116,Біологія,українська,Зараховано,153,,,,,,,,,,,,,
Залізничний район міста,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,Середня загальноосвітня школа №60 м. Львова,середня загальноосвітня школа,Українська мова і література,188,,,,,Математика,українська,Зараховано,180,,,,,,,,,,,,,Географія,українська,Зараховано,184,,,,,,,,,
Франківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,Середня загальноосвітня школа І-ІІІ ступенів №31 м. Львова,середня загальноосвітня школа,Українська мова і література,181,Історія України,українська,Зараховано,180,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,160,Англійська мова,Зараховано,107,,,,,,
м.Винники,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,"Загальноосвітня школа ""Берегиня"" м. Львова",середня загальноосвітня школа,Українська мова і література,154,Історія України,українська,Зараховано,146,,,,,,,,,,,,,Біологія,українська,Зараховано,139,,,,,,,,,,,,,
Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Іноземної філології,"Львівська гімназія ""Престиж"" з поглибленим вивченням іноземних мов",гімназія,Українська мова і література,193,Історія України,українська,Зараховано,193,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,190,,,,,,
Галицький район міста,Випускник загальноосвітнього навчального закладу 2017 року,Іноземної філології,Львівська лінгвістична гімназія Львівської міської ради Львівської області,гімназія,Українська мова і література,150,,,,,Математика,українська,Зараховано,159,,,,,Хімія,українська,Зараховано,155,Біологія,українська,Зараховано,165,,,,,,,,,,,,,
Личаківський район міста,Випускник минулих років,,,,Українська мова і література,148,,,,,Математика,українська,Зараховано,124,,,,,,,,,,,,,Географія,українська,Зараховано,137,Англійська мова,Зараховано,156,,,,,,
Сихівський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,Середня загальноосвітня школа №1 м. Львова,середня загальноосвітня школа,Українська мова і література,177,Історія України,українська,Зараховано,191,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,154,,,,,,
Франківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Інший,"Львівська спеціалізована школа ""Надія"" з поглибленим вивченням предметів еколого-правового профілю",спеціалізована школа,Українська мова і література,136,Історія України,українська,Зараховано,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Личаківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Іноземної філології,Львівська спеціалізована середня загальноосвітня школа №37 з поглибленим вивченням французької мови,спеціалізована школа,Українська мова і література,186,Історія України,українська,Не подолав поріг,0,,,,,,,,,Хімія,українська,Зараховано,173,Біологія,українська,Зараховано,174,,,,,,,,,,,,,
Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Математичний,"Навчально-виховний комплекс ""Інженерно-економічна школа - Львівський економічний ліцей""",навчально-виховний комплекс,Українська мова і література,158,,,,,Математика,українська,Зараховано,151,,,,,,,,,,,,,Географія,українська,Зараховано,144,,,,,,,,,
Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,Середня загальноосвітня школа №23,середня загальноосвітня школа,Українська мова і література,166,Історія України,українська,Зараховано,119,Математика,українська,Зараховано,138,,,,,Хімія,українська,Зараховано,131,,,,,,,,,,,,,,,,,
Личаківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Військово-спортивний,"Комунальний заклад Львівської обласної ради ""Львівський державний ліцей з посиленою військово-фізичною підготовкою імені Героїв Крут""",ліцей,Українська мова і література,159,Історія України,українська,Зараховано,142,Математика,українська,Зараховано,129,Фізика,українська,Зараховано,100,,,,,,,,,,,,,,,,,,,,,
м.Винники,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,Середня загальноосвітня школа І-ІІІ ступенів №29 м. Львова,середня загальноосвітня школа,Українська мова і література,181,Історія України,українська,Зараховано,156,,,,,,,,,,,,,Біологія,українська,Зараховано,136,Географія,українська,Зараховано,118,,,,,,,,,
Залізничний район міста,Випускник загальноосвітнього навчального закладу 2017 року,Фізико-математичний,Львівський фізико-математичний ліцей-інтернат при Львівському національному університеті імені Івана Франка,ліцей,Українська мова і література,191,,,,,Математика,українська,Зараховано,195,Фізика,українська,Зараховано,188,,,,,,,,,,,,,Англійська мова,Зараховано,177,,,,,,
Франківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Спортивний,"Комунальний заклад Львівської обласної ради ""Львівське училище фізичної культури"" (загальноосвітня школа-інтернат)",середня загальноосвітня школа-інтернат,Українська мова і література,126,,,,,Математика,українська,Не подолав поріг,0,,,,,,,,,Біологія,українська,Зараховано,136,,,,,,,,,,,,,
Галицький район міста,Випускник загальноосвітнього навчального закладу 2017 року,Іноземної філології,Львівська лінгвістична гімназія Львівської міської ради Львівської області,гімназія,Українська мова і література,181,Історія України,українська,Зараховано,102,,,,,,,,,Хімія,українська,Зараховано,180,Біологія,українська,Зараховано,190,,,,,,,,,,,,,
Сихівський район міста,Випускник минулих років,,,,Українська мова і література,149,Історія України,українська,Зараховано,146,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,160,,,,,,,,,
Франківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Іноземної філології,Львівська спеціалізована середня загальноосвітня школа І-ІІІ ступенів №45 з поглибленим вивченням англійської мови,спеціалізована школа,Українська мова і література,193,,,,,Математика,російська,Зараховано,185,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,190,,,,,,
Сихівський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Іноземної філології,Середня спеціалізована загальноосвітня школа №93 з поглибленим вивченням англійської мови,спеціалізована школа,Українська мова і література,192,,,,,Математика,українська,Зараховано,164,,,,,Хімія,українська,Зараховано,174,Біологія,українська,Зараховано,163,,,,,,,,,,,,,
Сихівський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,"Навчально-виховний комплекс ""Школа-гімназія І-ІІІ ступенів Блаженного Климентія та Андрея Шептицьких""",гімназія,Українська мова і література,187,Історія України,українська,Зараховано,194,Математика,українська,Зараховано,110,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,167,,,,,,
Залізничний район міста,"Учень (слухач, студент) професійно-технічного, вищого навчального закладу",,,,Українська мова і література,138,,,,,,,,,,,,,,,,,Біологія,українська,Зараховано,127,,,,,,,,,,,,,
Франківський район міста,Випускник минулих років,,,,Українська мова і література,180,,,,,,,,,,,,,Хімія,українська,Зараховано,173,Біологія,українська,Зараховано,196,,,,,Англійська мова,Не з’явився,,,,,,,
Залізничний район міста,"Учень (слухач, студент) професійно-технічного, вищого навчального закладу",,,,Українська мова і література,,,,,,Математика,українська,Не з’явився,,,,,,,,,,,,,,,,,,Англійська мова,Не з’явився,,,,,,,
Франківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Біолого-хімічний,Середня загальноосвітня школа І-ІІІ ступенів №50 м. Львова,середня загальноосвітня школа,Українська мова і література,181,,,,,Математика,українська,Зараховано,143,,,,,,,,,Біологія,українська,Зараховано,171,Географія,українська,Зараховано,162,,,,,,,,,
м.Винники,Випускник минулих років,,,,Українська мова і література,133,,,,,Математика,українська,Зараховано,131,Фізика,українська,Зараховано,117,,,,,,,,,,,,,Англійська мова,Зараховано,111,,,,,,
Франківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Інший,Середня загальноосвітня школа І-ІІІ ступенів №36 м. Львова,середня загальноосвітня школа,Українська мова і література,139,Історія України,українська,Зараховано,133,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,116,,,,,,
смт Рудне,Випускник загальноосвітнього навчального закладу 2017 року,Української філології,Львівська загальноосвітня школа І-ІІІ ступенів №74 Львівської міської ради Львівської області,середня загальноосвітня школа,Українська мова і література,142,Історія України,українська,Зараховано,174,,,,,,,,,Хімія,українська,Зараховано,126,Біологія,українська,Зараховано,167,,,,,,,,,,,,,
Личаківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,Львівська загальноосвітня школа І-ІІІ ступенів №82 Львівської міської ради Львівської області,середня загальноосвітня школа,Українська мова і література,182,Історія України,українська,Зараховано,182,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,164,,,,,,
Сихівський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Іноземної філології,Середня спеціалізована загальноосвітня школа №93 з поглибленим вивченням англійської мови,спеціалізована школа,Українська мова і література,142,,,,,Математика,українська,Зараховано,110,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,121,,,,,,
Сихівський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,Середня загальноосвітня школа №98,середня загальноосвітня школа,Українська мова і література,138,Історія України,українська,Зараховано,133,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,127,Англійська мова,Зараховано,143,,,,,,
Сихівський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,Середня загальноосвітня школа №32 м. Львова,середня загальноосвітня школа,Українська мова і література,198,,,,,Математика,українська,Зараховано,188,Фізика,українська,Зараховано,186,,,,,,,,,,,,,Англійська мова,Зараховано,186,,,,,,
Шевченківський район міста,Випускник минулих років,,,,Українська мова і література,,Історія України,українська,Не з’явився,,Математика,українська,Не з’явився,,,,,,,,,,,,,,Географія,українська,Не з’явився,,,,,,,,,,
Франківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Технологічний,Спеціалізована середня загальноосвітня школа І-ІІІ ступенів №66 з поглибленим вивченням англійської мови та інформаційних технологій м.Львова,середня загальноосвітня школа,Українська мова і література,190,Історія України,українська,Не подолав поріг,0,Математика,українська,Зараховано,183,,,,,,,,,,,,,,,,,,,,,,,,,
Франківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Технологічний,Спеціалізована середня загальноосвітня школа І-ІІІ ступенів №66 з поглибленим вивченням англійської мови та інформаційних технологій м.Львова,середня загальноосвітня школа,Українська мова і література,142,,,,,Математика,українська,Зараховано,136,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,102,,,,,,
Шевченківський район міста,"Учень (слухач, студент) професійно-технічного, вищого навчального закладу",,,,Українська мова і література,173,,,,,,,,,,,,,Хімія,українська,Зараховано,149,Біологія,українська,Зараховано,187,,,,,,,,,,,,,
Шевченківський район міста,Випускник минулих років,,,,Українська мова і література,,,,,,,,,,,,,,Хімія,українська,Не з’явився,,Біологія,українська,Не з’явився,,,,,,,,,,,,,,
Личаківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Художньо-естетичний,Львівська середня спеціалізована музична школа-інтернат імені С.Крушельницької,спеціалізована школа-інтернат,Українська мова і література,138,Історія України,українська,Зараховано,140,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,167,,,,,,,,,
Личаківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Художньо-естетичний,Львівська середня спеціалізована музична школа-інтернат імені С.Крушельницької,спеціалізована школа-інтернат,Українська мова і література,169,Історія України,українська,Зараховано,163,,,,,,,,,,,,,Біологія,українська,Зараховано,155,,,,,,,,,,,,,
Сихівський район міста,Випускник минулих років,,,,Українська мова і література,131,Історія України,українська,Зараховано,102,,,,,,,,,,,,,,,,,Географія,українська,Зараховано,106,Англійська мова,Зараховано,129,,,,,,
Франківський район міста,Випускник минулих років,,,,Українська мова і література,188,Історія України,українська,Зараховано,176,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,182,,,,Німецька мова,Зараховано,175
Личаківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,Середня загальноосвітня школа №70 м. Львова,середня загальноосвітня школа,Українська мова і література,169,Історія України,українська,Зараховано,156,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,188,,,,,,
Залізничний район міста,Випускник загальноосвітнього навчального закладу 2017 року,Іноземної філології,Спеціалізована загальноосвітня школа №75 імені Лесі Українки з поглибленим вивченням англійської мови з 1 класу,спеціалізована школа,Українська мова і література,145,Історія України,українська,Зараховано,150,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,156,,,,,,
Залізничний район міста,"Учень (слухач, студент) професійно-технічного, вищого навчального закладу",,,,Українська мова і література,139,Історія України,українська,Зараховано,128,Математика,українська,Зараховано,126,,,,,,,,,,,,,,,,,,,,,,,,,
Сихівський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Інший,"Навчально-виховний комплекс ""Школа-ліцей ""Оріяна"" м. Львова",середня загальноосвітня школа,Українська мова і література,145,Історія України,українська,Зараховано,153,Математика,українська,Зараховано,166,,,,,,,,,,,,,,,,,,,,,,,,,
Залізничний район міста,Випускник загальноосвітнього навчального закладу 2017 року,Іноземної філології,Спеціалізована середня загальноосвітня школа з поглибленим вивченням англійської мови №18 м. Львова,середня загальноосвітня школа,Українська мова і література,152,Історія України,українська,Зараховано,133,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,127,,,,,,
Сихівський район міста,Випускник минулих років,,,,Українська мова і література,,Історія України,українська,Не з’явився,,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,177,,,,,,
Сихівський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,"Навчально-виховний комплекс ""Школа-гімназія І-ІІІ ступенів Блаженного Климентія та Андрея Шептицьких""",гімназія,Українська мова і література,193,Історія України,українська,Зараховано,165,,,,,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,159,,,,,,
Шевченківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Іноземної філології,"Львівська гімназія ""Престиж"" з поглибленим вивченням іноземних мов",гімназія,Українська мова і література,179,,,,,Математика,українська,Зараховано,126,,,,,Хімія,українська,Зараховано,154,Біологія,українська,Зараховано,155,,,,,,,,,,,,,
Сихівський район міста,Випускник минулих років,,,,Українська мова і література,184,Історія України,українська,Зараховано,162,Математика,українська,Зараховано,180,,,,,,,,,,,,,,,,,Англійська мова,Зараховано,159,,,,,,
Личаківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Іноземної філології,Львівська спеціалізована середня загальноосвітня школа №37 з поглибленим вивченням французької мови,спеціалізована школа,Українська мова і література,188,Історія України,українська,Зараховано,192,,,,,,,,,,,,,,,,,,,,,Англійська мова,Не з’явився,,Французька мова,Зараховано,177,,,
Шевченківський район міста,Випускник минулих років,,,,,,Історія України,українська,Не з’явився,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Личаківський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Української філології,Середня загальноосвітня школа І-ІІІ ступенів №49 м. Львова,середня загальноосвітня школа,Українська мова і література,148,Історія України,українська,Зараховано,142,,,,,,,,,,,,,Біологія,українська,Зараховано,178,,,,,Англійська мова,Не подолав поріг,0,,,,,,
Франківський район міста,Випускник минулих років,,,,Українська мова і література,,Історія України,українська,Не з’явився,,Математика,українська,Не з’явився,,,,,,,,,,,,,,Географія,українська,Не з’явився,,,,,,,,,,
Шевченківський район міста,Випускник минулих років,,,,Українська мова і література,177,Історія України,українська,Зараховано,142,Математика,українська,Зараховано,124,,,,,,,,,,,,,Географія,українська,Зараховано,150,,,,,,,,,
Залізничний район міста,Випускник загальноосвітнього навчального закладу 2017 року,Інший,Львівська українська гуманітарна гімназія ім. Олени Степанів з поглибленим вивченням українознавства та англійської мови,гімназія,Українська мова і література,169,,,,,Математика,українська,Зараховано,162,Фізика,українська,Не з’явився,,,,,,,,,,,,,,Англійська мова,Зараховано,159,,,,,,
Сихівський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Універсальний,"Навчально-виховний комплекс ""Школа-гімназія ""Сихівська""",навчально-виховний комплекс,Українська мова і література,188,,,,,Математика,українська,Зараховано,170,,,,,,,,,,,,,Географія,українська,Зараховано,159,Англійська мова,Зараховано,192,,,,,,
Сихівський район міста,Випускник загальноосвітнього навчального закладу 2017 року,Іноземної філології,"Навчально-виховний комплекс ""Школа-гімназія ""Сихівська""",навчально-виховний комплекс,Українська мова і література,193,Історія України,українська,Зараховано,189,,,,,,,,,,,,,,,,,,,,,,,,,,,Німецька мова,Зараховано,196
